"","X","budget","id","original_language","popularity","release_date","revenue","title","vote_average","vote_count","genre","production","country","principal_actor","secondary_actor"
"4060",4060,0,31163,"en",0.258413,"2005-04-22",0,"Chicken Tikka Masala",3.5,5,"Romance",NA,"United Kingdom","Chris Bisson","Saeed Jaffrey"
"4061",4061,0,297621,"en",2.025701,"2014-11-14",0,"There's Always Woodstock",5.4,12,"Romance","Sunrise Films","United States of America","Allison Miller","James Wolk"
"4062",4062,0,16205,"en",2.659804,"2007-10-09",0,"Jack Brooks: Monster Slayer",5.7,59,"Horror","Sound Venture Productions","Canada","Robert Englund","Trevor Matthews"
"4063",4063,2100000,887,"en",8.38717,"1946-12-25",23650000,"The Best Years of Our Lives",7.6,143,"Romance","Samuel Goldwyn Company, The","United States of America","Fredric March","Myrna Loy"
"4064",4064,0,9517,"en",6.677093,"2001-06-15",480811,"Bully",6.7,125,"Drama","StudioCanal","United States of America","Brad Renfro","Bijou Phillips"
"4065",4065,0,6007,"en",2.526356,"2001-03-16",0,"Elling",7,51,"Drama","Maipo Film- og TV Produksjon","Norway","Per Christian Ellefsen","Sven Nordin"
"4066",4066,2100000,364083,"en",0.039007,"2015-10-16",3330,"Mi America",0,0,"Drama","Industrial House Films","United States of America","Robert Fontaine","Michael Brainard"
"4067",4067,1500000,8329,"es",31.691617,"2007-04-10",30448000,"[REC]",7.1,934,"Mystery","Filmax","Spain","Manuela Velasco","Ferran Terraza"
"4068",4068,0,69640,"en",0.47909,"2010-10-03",0,"Lies in Plain Sight",4.5,4,"Thriller",NA,NA,"Martha Higareda","Chad Michael Murray"
"4069",4069,0,371085,"en",0.027801,"2015-01-01",0,"Sharkskin",0,0,NA,NA,NA,"",""
"4070",4070,0,347548,"en",2.122451,"2015-07-09",0,"Containment",5.1,36,"Thriller","Patchwork Productions","United Kingdom","Louise Brealey","Lee Ross"
"4071",4071,0,322443,"de",0.803761,"2015-02-27",0,"The Timber",4.1,15,"Western","ANA Media","United States of America","James Ransone","Elisa Lasowski"
"4072",4072,2e+06,657,"en",41.298723,"1963-10-11",78898765,"From Russia with Love",6.9,760,"Thriller","United Artists","United Kingdom","Sean Connery","Daniela Bianchi"
"4073",4073,0,28165,"en",1.791331,"1989-02-24",0,"The Toxic Avenger Part II",5.3,39,"Horror","Troma Entertainment","United States of America","Ron Fazio","John Altamura"
"4074",4074,2e+06,11561,"en",10.664202,"1973-12-17",18344729,"Sleeper",7,200,"Science Fiction","Rollins-Joffe Productions","United States of America","Woody Allen","Diane Keaton"
"4075",4075,2e+06,270303,"en",67.3859622,"2015-02-04",14674076,"It Follows",6.6,3040.9,"Thriller","Two Flints","United States of America","Maika Monroe","Keir Gilchrist"
"4076",4076,2e+06,11624,"en",13.223111,"1972-08-06",18016290,"Everything You Always Wanted to Know About Sex *But Were Afraid to Ask",6.6,215,"Comedy","United Artists","United States of America","Woody Allen","John Carradine"
"4077",4077,2e+06,595,"en",22.139842,"1962-12-25",13129846,"To Kill a Mockingbird",8,657,"Drama","Universal Pictures","United States of America","Gregory Peck","Brock Peters"
"4078",4078,2e+06,8810,"en",37.117362,"1981-12-24",24600832,"Mad Max 2: The Road Warrior",7.3,957,"Thriller","Kennedy Miller Productions","Australia","Mel Gibson","Bruce Spence"
"4079",4079,0,12207,"cn",15.046612,"1994-02-03",0,"The Legend of Drunken Master",7.2,242,"Comedy","Paragon Films Ltd.","Hong Kong","Jackie Chan","Anita Mui"
"4080",4080,2e+06,226,"en",15.557144,"1999-09-02",11540607,"Boys Don't Cry",7.2,353,"Drama","The Independent Film Channel Productions","United States of America","Hilary Swank","Chloë Sevigny"
"4081",4081,2e+06,92182,"en",11.66632,"2011-01-21",13101672,"Silent House",5.2,125,"Mystery","Tazora Films","United States of America","Elizabeth Olsen","Adam Trese"
"4082",4082,2e+06,582,"de",34.938177,"2006-03-15",7e+07,"The Lives of Others",7.9,958,"Thriller","Wiedemann & Berg Filmproduktion","Germany","Martina Gedeck","Ulrich Mühe"
"4083",4083,1e+06,72213,"en",5.961119,"2011-09-30",34522221,"Courageous",6.8,77,"Drama","TriStar Pictures","United States of America","Alex Kendrick","Ken Bevel"
"4084",4084,2e+06,990,"en",17.639478,"1961-09-25",7600000,"The Hustler",7.6,240,"Drama","Twentieth Century Fox Film Corporation","United States of America","Paul Newman","Jackie Gleason"
"4085",4085,2e+06,55604,"en",1.867004,"1940-08-30",9172000,"Boom Town",6.5,8,"Romance","Metro-Goldwyn-Mayer (MGM)","United States of America","Clark Gable","Spencer Tracy"
"4086",4086,8e+06,9662,"fr",13.944645,"2003-06-11",1477676,"The Triplets of Belleville",7.3,231,"Drama","Vivi Film","United Kingdom","Béatrice Bonifassi","Lina Boudreau"
"4087",4087,0,20862,"en",2.304552,"1998-01-16",0,"Smoke Signals",6.6,24,"Drama","ShadowCatcher Entertainment","United States of America","Adam Beach","Evan Adams"
"4088",4088,0,2771,"en",7.792851,"2003-08-15",6003587,"American Splendor",7.1,120,"Drama",NA,"United States of America","Paul Giamatti","Hope Davis"
"4089",4089,2700000,80,"en",14.799323,"2004-02-10",15992615,"Before Sunset",7.6,718,"Romance","Warner Independent Pictures (WIP)","United States of America","Ethan Hawke","Julie Delpy"
"4090",4090,2e+06,55,"es",23.281616,"2000-06-16",20908467,"Amores perros",7.6,521,"Thriller","Zeta Film","Mexico","Gael García Bernal","Vanessa Bauche"
"4091",4091,2e+06,11023,"en",20.331593,"2003-08-20",4601043,"Thirteen",6.7,339,"Drama","Working Title Films","United States of America","Evan Rachel Wood","Nikki Reed"
"4092",4092,2e+06,33667,"en",5.381536,"1947-11-11",7800000,"Gentleman's Agreement",6.8,47,"Romance","Twentieth Century Fox Film Corporation","United States of America","Gregory Peck","Dorothy McGuire"
"4093",4093,2e+06,39013,"en",20.834883,"2010-06-11",13831503,"Winter's Bone",6.8,565,"Drama","Winter's Bone Productions","United States of America","Jennifer Lawrence","John Hawkes"
"4094",4094,0,11194,"en",14.045887,"2003-09-05",13885802,"Touching the Void",7.6,138,"Documentary","UK Film Council","United Kingdom","Brendan Mackey","Nicholas Aaron"
"4095",4095,2e+06,43839,"en",0.483974,"1938-05-24",4e+06,"Alexander's Ragtime Band",4.8,6,"Romance","Twentieth Century Fox Film Corporation","United States of America","Tyrone Power","Alice Faye"
"4096",4096,0,1382,"en",9.719094,"2005-06-17",0,"Me and You and Everyone We Know",7,107,"Drama","IFC Films","United States of America","Miranda July","John Hawkes"
"4097",4097,2e+06,44639,"en",16.930914,"2010-10-08",7871522,"Inside Job",7.7,286,"Documentary","Sony Pictures Home Entertainment","United States of America","Matt Damon","William Ackman"
"4098",4098,6e+06,301351,"en",28.819424,"2015-08-26",11122090,"We Are Your Friends",6.3,658,"Romance","Working Title Films","United States of America","Zac Efron","Emily Ratajkowski"
"4099",4099,0,4816,"en",18.223139,"1999-09-13",0,"Ghost Dog: The Way of the Samurai",7.2,298,"Drama","Plywood Productions","United States of America","Forest Whitaker","Cliff Gorman"
"4100",4100,2e+06,7873,"en",12.999023,"2005-09-11",5967038,"Harsh Times",6.3,197,"Thriller","The Weinstein Company","United States of America","Christian Bale","Freddy Rodríguez"
"4101",4101,2e+06,331190,"en",6.728882,"2015-09-17",2801508,"Captive",5.6,92,"Thriller","Yoruba Saxon Productions","United States of America","Kate Mara","David Oyelowo"
"4102",4102,2e+06,15186,"en",1.95686,"2002-08-02",2506446,"Full Frontal",4.8,26,"Romance","Populist Pictures","United States of America","David Duchovny","Nicky Katt"
"4103",4103,0,17994,"en",7.151154,"1986-12-31",0,"Witchboard",5.9,58,"Horror",NA,"United States of America","Stephen Nichols","Tawny Kitaen"
"4104",4104,2e+06,1378,"en",14.846001,"2006-05-20",5179037,"Shortbus",6.3,140,"Romance","Q Television","United States of America","Sook-Yin Lee","Paul Dawson"
"4105",4105,2e+06,8885,"he",14.08251,"2008-06-25",11125849,"Waltz with Bashir",7.8,291,"War","Razor Film Produktion","Israel","Ari Folman","Ron Ben-Yishai"
"4106",4106,2e+06,48382,"en",0.031947,"2003-09-12",1672730,"The Book of Mormon Movie, Volume 1: The Journey",5,2,NA,NA,NA,"Kirby Heyborne","Michael Flynn"
"4107",4107,2e+06,12901,"en",2.283796,"2007-07-27",1431623,"No End in Sight",7.2,23,"Documentary",NA,NA,"Campbell Scott","Gerald Burke"
"4108",4108,2e+06,250124,"en",18.224326,"2015-08-07",1477002,"The Diary of a Teenage Girl",6.8,279,"Romance","Cold Iron Pictures","United States of America","Bel Powley","Kristen Wiig"
"4109",4109,2e+06,14284,"en",3.43159,"2007-01-19",0,"In the Shadow of the Moon",7.6,31,"Documentary","Passion Pictures","United States of America","Buzz Aldrin","Michael Collins"
"4110",4110,0,57120,"en",4.749885,"2010-09-05",876302,"Meek's Cutoff",6.5,77,"Western","Oscilloscope Laboratories","United States of America","Michelle Williams","Bruce Greenwood"
"4111",4111,2e+06,12228,"en",3.980072,"2005-02-11",653621,"Inside Deep Throat",6.8,31,"History",NA,"United States of America","Dennis Hopper","Peter Bart"
"4112",4112,0,22617,"en",1.096355,"2000-09-01",0,"Dinner Rush",7.1,19,"Thriller","Giraldi-Suarez-DiGiaimo Productions","United States of America","Danny Aiello","John Rothman"
"4113",4113,0,55561,"en",1.196943,"1997-01-01",0,"Clockwatchers",5.6,13,"Drama",NA,NA,"Toni Collette","Parker Posey"
"4114",4114,2e+06,42889,"en",3.125382,"2010-09-10",563706,"The Virginity Hit",4.6,19,"Comedy","Principato-Young Entertainment","United States of America","Matt Bennett","Zack Pearlman"
"4115",4115,2e+06,10656,"fr",5.261065,"1985-04-10",390659,"Subway",6.3,86,"Thriller","Gaumont","France","Isabelle Adjani","Christopher Lambert"
"4116",4116,0,24363,"en",6.337735,"2005-04-15",0,"House of D",6.1,23,"Drama","Tribeca Productions","United States of America","Robin Williams","David Duchovny"
"4117",4117,0,13121,"en",7.359286,"2007-01-19",0,"Teeth",5.2,210,"Horror","Teeth","United States of America","Jess Weixler","John Hensley"
"4118",4118,2e+06,24746,"en",1.892183,"1998-09-18",124494,"Six-String Samurai",5.8,36,"Science Fiction","HSX Films","United States of America","Jeffrey Falcon","Justin McGuire"
"4119",4119,0,325140,"en",0.001186,"2000-05-26",0,"Hum To Mohabbat Karega",0,0,NA,NA,NA,"",""
"4120",4120,2e+06,12109,"en",3.911445,"2004-09-12",120620,"It's All Gone Pete Tong",7.1,52,"Music",NA,"United Kingdom","Paul Kaye","Kate Magowan"
"4121",4121,3800000,27023,"en",2.559806,"2009-06-10",111731,"Saint John of Las Vegas",5.9,18,"Comedy",NA,"United States of America","Steve Buscemi","Romany Malco"
"4122",4122,0,22913,"en",0.744406,"1997-08-31",0,"24 7: Twenty Four Seven",6.3,10,"Romance","Scala Films","United Kingdom","Bob Hoskins","Danny Nussbaum"
"4123",4123,13500000,273899,"en",5.16023,"2015-09-18",187674,"Stonewall",5.2,32,"Drama","Mel's Cite du Cinema","United States of America","Jeremy Irvine","Jonny Beauchamp"
"4124",4124,7e+06,20653,"en",0.253595,"2008-10-24",1100000,"Roadside Romeo",6.7,3,"Foreign","Yash Raj Films","United States of America","Saif Ali Khan","Kareena Kapoor"
"4125",4125,0,67373,"en",0.046868,"2005-01-01",0,"This Thing of Ours",5,1,"Thriller",NA,NA,"James Caan","James Caan"
"4126",4126,0,171759,"en",2.952932,"2013-03-01",0,"The Lost Medallion: The Adventures of Billy Stone",5.6,13,"Family","Kaos Entertainment","United States of America","William Brent","Sammi Hanratty"
"4127",4127,0,206296,"en",5.563068,"2014-11-03",0,"The Last Five Years",5.5,143,"Romance","Sh-K-Boom Records","United States of America","Anna Kendrick","Jeremy Jordan"
"4128",4128,0,35219,"en",1.161034,"2009-01-16",0,"The Missing Person",6.4,9,"Thriller","The 7th Floor","United States of America","Michael Shannon","Amy Ryan"
"4129",4129,2e+06,28260,"en",7.502934,"1993-10-01",54207,"Return of the Living Dead 3",5.9,88,"Science Fiction","Ozla Productions","United States of America","Melinda Clarke","J. Trevor Edmond"
"4130",4130,0,7515,"en",5.350423,"2005-02-10",0,"London",6.1,96,"Romance","Silver Nitrate Films","United States of America","Chris Evans","Jessica Biel"
"4131",4131,2e+06,13075,"en",4.261509,"2006-09-08",622806,"Sherrybaby",6.3,41,"Drama","Red Envelope Entertainment","United States of America","Maggie Gyllenhaal","Michelle Hurst"
"4132",4132,0,335866,"en",6.752141,"2015-10-02",0,"Circle",6,333,"Science Fiction","Votiv Films","United States of America","Julie Benz","Carter Jenkins"
"4133",4133,0,13510,"en",20.362373,"2008-09-12",3983997,"Eden Lake",6.7,406,"Thriller","Rollercoaster Films","United Kingdom","Kelly Reilly","Michael Fassbender"
"4134",4134,0,215881,"en",5.099368,"2013-09-13",0,"Plush",5.4,40,"Thriller","Reliance","United States of America","Emily Browning","Xavier Samuel"
"4135",4135,0,18238,"en",6.632891,"2009-03-16",0,"Lesbian Vampire Killers",5.3,124,"Horror","AV Pictures","United Kingdom","James Corden","Mathew Horne"
"4136",4136,0,22600,"en",1.717376,"2008-02-11",0,"Gangster's Paradise: Jerusalema",6.8,16,"Foreign","Muti Films","South Africa","Daniel Buckland","Robert Hobbs"
"4137",4137,0,12612,"en",4.922397,"2004-05-01",0,"Freeze Frame",6.9,18,"Thriller",NA,"United Kingdom","Lee Evans","Sean McGinley"
"4138",4138,1e+06,50698,"en",13.222268,"2011-09-09",0,"Grave Encounters",6.1,381,"Thriller","Twin Engine Films","United States of America","Sean Rogerson","Juan Riedinger"
"4139",4139,1e+05,115210,"en",7.447714,"2012-05-19",95000,"Stitches",5.5,92,"Horror","Tailored Films","Ireland","Ross Noble","Tommy Knight"
"4140",4140,2e+06,34335,"en",9.68793,"2010-01-01",0,"Nine Dead",5.2,84,"Thriller","Hartbreak Films","United States of America","Melissa Joan Hart","John Terry"
"4141",4141,2,459488,"en",0.050625,"2015-12-12",0,"To Be Frank, Sinatra at 100",0,0,"Documentary","Eyeline Entertainment","United Kingdom","Tony Oppedisano",""
"4142",4142,2e+06,11302,"en",5.941852,"1971-04-28",11833696,"Bananas",6.7,165,"Comedy","United Artists","United States of America","Woody Allen","Louise Lasser"
"4143",4143,0,119458,"en",0.174311,"2012-08-10",0,"Supercapitalist",3.5,2,"Thriller",NA,"United States of America","Linus Roache","Derek Ting"
"4144",4144,0,20406,"en",0.361554,"2007-07-07",0,"Rockaway",5.8,2,"Drama","Rockaway the Movie","United States of America","Nicholas Gonzalez","Mario Cimarro"
"4145",4145,2300000,3766,"en",8.055084,"1947-12-24",0,"The Lady from Shanghai",7.2,102,"Mystery","Mercury Productions","United States of America","Rita Hayworth","Orson Welles"
"4146",4146,2e+06,18616,"en",4.346271,"2008-05-01",0,"No Man's Land: The Rise of Reeker",4.4,27,"Thriller","Institution, The","United States of America","Stephen Martines","Valerie Cruz"
"4147",4147,1.4e+07,18808,"en",3.419685,"2002-01-01",0,"Highway",5.6,37,"Drama","Alex Entertainment Inc.","United States of America","Jake Gyllenhaal","Selma Blair"
"4148",4148,2e+06,95755,"en",5.100741,"2012-03-10",0,"Small Apartments",5.7,50,"Crime","Morocco Junction Pictures","United States of America","Matt Lucas","Juno Temple"
"4149",4149,0,198062,"en",2.253589,"2013-07-09",0,"Coffee Town",6.7,45,"Comedy",NA,"United States of America","Glenn Howerton","Steve Little"
"4150",4150,0,188652,"en",0.209475,"2013-04-26",0,"The Ghastly Love of Johnny X",6.6,8,"Music",NA,NA,"Will Keenan","Creed Bratton"
"4151",4151,0,174311,"en",3.613577,"2013-09-10",0,"All Is Bright",5.3,36,"Drama","Touchy Feely Films","United States of America","Paul Rudd","Paul Giamatti"
"4152",4152,0,12602,"de",1.296784,"1967-10-05",0,"The Torture Chamber of Dr. Sadism",6.3,12,"Mystery","Constantin Film Produktion","Germany","Lex Barker","Christopher Lee"
"4153",4153,7e+06,153795,"en",4.50829,"2013-01-16",0,"Straight A's",5.2,46,"Drama","The Group Films","United States of America","Anna Paquin","Ryan Phillippe"
"4154",4154,0,17768,"en",8.902102,"1966-10-16",0,"A Funny Thing Happened on the Way to the Forum",6.1,24,"Music","United Artists","United States of America","Zero Mostel","Phil Silvers"
"4155",4155,0,13516,"en",1.619635,"2007-09-27",0,"Slacker Uprising",5.9,10,"Documentary",NA,"United States of America","Michael Moore","Eddie Vedder"
"4156",4156,0,98549,"en",1.002585,"2011-03-03",0,"The Legend of Hell's Gate: An American Conspiracy",3.9,8,"Western","Silver Sail Entertainment","United States of America","Eric Balfour","Lou Taylor Pucci"
"4157",4157,0,312793,"en",1.332804,"2015-03-20",0,"The Walking Deceased",4.2,35,"Science Fiction","Splendid Film","United States of America","Tim Ogletree","Troy Ogletree"
"4158",4158,2e+06,309919,"en",2.00163,"2015-08-21",0,"The Curse of Downers Grove",4.4,24,"Thriller","Myriad Pictures","United States of America","Bella Heathcote","Lucas Till"
"4159",4159,2e+06,299553,"en",1.187764,"2015-10-02",0,"Shark Lake",4.4,19,"Thriller","Parkside Pictures","United States of America","Dolph Lundgren","James Chalke"
"4160",4160,1.9e+07,21309,"en",6.463806,"1986-08-27",0,"River's Edge",6.7,59,"Drama","Island","United States of America","Crispin Glover","Keanu Reeves"
"4161",4161,0,32235,"en",1.980265,"2003-01-01",0,"Northfork",6.7,24,"Science Fiction",NA,"United States of America","James Woods","Nick Nolte"
"4162",4162,1950000,329540,"en",3.696123,"2015-04-10",0,"The Marine 4: Moving Target",5.8,49,"Thriller","WWE Studios","Canada","Mike Mizanin","Melissa Roxburgh"
"4163",4163,1987650,26388,"en",32.841229,"2010-09-24",19152480,"Buried",6.6,827,"Thriller","Versus Entertainment","United States of America","Ryan Reynolds","José Luis García Pérez"
"4164",4164,0,49020,"en",8.518866,"2011-03-18",864659,"Submarine",7.4,443,"Romance","Warp Films","United States of America","Craig Roberts","Sally Hawkins"
"4165",4165,0,159037,"ar",4.892203,"2013-06-07",0,"The Square",7.8,55,"History","Worldview Entertainment","United States of America","Khalid Abdalla","Dina Abdullah"
"4166",4166,0,12838,"fr",4.665026,"2006-07-21",0,"One to Another",5.8,12,"Drama","Toloda","France","Lizzie Brocheré","Arthur Dupont"
"4167",4167,0,157293,"hi",1.294967,"2013-02-07",222000,"ABCD (Any Body Can Dance)",5.6,10,"Music","UTV Motion Pictures","India","Prabhu Deva","Ganesh Acharya"
"4168",4168,0,14048,"en",14.331992,"2008-07-25",2957978,"Man on Wire",7.5,275,"Thriller","Wall to Wall","United States of America","Philippe Petit","Jean François Heckel"
